verb,baseline_sentence,distractor_sentence,ungrammatical_sentence,baseline_pron_log_prob,distractor_pron_log_prob,ungrammatical_pron_log_prob,baseline_greater_than_ungrammatical,distractor_greater_than_ungrammatical,correct
guaranteed,The artist guaranteed the student to make fun of himself .,The artist guaranteed the students to make fun of himself .,The artists guaranteed the student to make fun of himself .,-3.748508930206299,-4.474983215332031,-3.808770179748535,1,0,0
guaranteed,The artist guaranteed the student to examine himself .,The artist guaranteed the students to examine himself .,The artists guaranteed the student to examine himself .,-5.98822546005249,-6.742800712585449,-6.925573348999023,1,1,1
guaranteed,The artist guaranteed the student to diagnose himself .,The artist guaranteed the students to diagnose himself .,The artists guaranteed the student to diagnose himself .,-4.448616027832031,-5.856520175933838,-4.068477153778076,0,0,0
guaranteed,The artist guaranteed the student to embarrass himself .,The artist guaranteed the students to embarrass himself .,The artists guaranteed the student to embarrass himself .,-2.6515092849731445,-4.615313529968262,-2.278567314147949,0,0,0
guaranteed,The artist guaranteed the student to disguise himself .,The artist guaranteed the students to disguise himself .,The artists guaranteed the student to disguise himself .,-1.8277454376220703,-4.502651691436768,-1.4316186904907227,0,0,0
guaranteed,The artist guaranteed the child to make fun of himself .,The artist guaranteed the children to make fun of himself .,The artists guaranteed the child to make fun of himself .,-3.375539779663086,-4.664738655090332,-3.1985368728637695,0,0,0
guaranteed,The artist guaranteed the child to examine himself .,The artist guaranteed the children to examine himself .,The artists guaranteed the child to examine himself .,-5.388279438018799,-6.492628574371338,-6.32545280456543,1,0,0
guaranteed,The artist guaranteed the child to diagnose himself .,The artist guaranteed the children to diagnose himself .,The artists guaranteed the child to diagnose himself .,-3.139863967895508,-4.462393760681152,-2.781899929046631,0,0,0
guaranteed,The artist guaranteed the child to embarrass himself .,The artist guaranteed the children to embarrass himself .,The artists guaranteed the child to embarrass himself .,-3.0873708724975586,-5.203192234039307,-2.900717258453369,0,0,0
guaranteed,The artist guaranteed the child to disguise himself .,The artist guaranteed the children to disguise himself .,The artists guaranteed the child to disguise himself .,-1.2765378952026367,-4.289511203765869,-1.0754566192626953,0,0,0
offered,The artist offered the professor to make fun of himself .,The artist offered the professors to make fun of himself .,The artists offered the professor to make fun of himself .,-3.2152557373046875,-4.4065728187561035,-3.2008981704711914,0,0,0
offered,The artist offered the professor to examine himself .,The artist offered the professors to examine himself .,The artists offered the professor to examine himself .,-6.829451560974121,-7.343691825866699,-7.618063926696777,1,1,1
offered,The artist offered the professor to diagnose himself .,The artist offered the professors to diagnose himself .,The artists offered the professor to diagnose himself .,-3.679774761199951,-4.806440830230713,-3.7032265663146973,1,0,0
offered,The artist offered the professor to embarrass himself .,The artist offered the professors to embarrass himself .,The artists offered the professor to embarrass himself .,-3.3567752838134766,-4.217434883117676,-3.570474147796631,1,0,0
offered,The artist offered the professor to disguise himself .,The artist offered the professors to disguise himself .,The artists offered the professor to disguise himself .,-1.0595569610595703,-3.979961395263672,-1.0337514877319336,0,0,0
offered,The artist offered the lawyer to make fun of himself .,The artist offered the lawyers to make fun of himself .,The artists offered the lawyer to make fun of himself .,-3.6735029220581055,-4.453074932098389,-4.314305305480957,1,0,0
offered,The artist offered the lawyer to examine himself .,The artist offered the lawyers to examine himself .,The artists offered the lawyer to examine himself .,-7.219002723693848,-7.606419563293457,-8.658500671386719,1,1,1
offered,The artist offered the lawyer to diagnose himself .,The artist offered the lawyers to diagnose himself .,The artists offered the lawyer to diagnose himself .,-4.482732772827148,-5.110976696014404,-4.954115867614746,1,0,0
offered,The artist offered the lawyer to embarrass himself .,The artist offered the lawyers to embarrass himself .,The artists offered the lawyer to embarrass himself .,-4.9804301261901855,-5.663596153259277,-5.6408867835998535,1,0,0
offered,The artist offered the lawyer to disguise himself .,The artist offered the lawyers to disguise himself .,The artists offered the lawyer to disguise himself .,-1.6752901077270508,-3.613858222961426,-1.8712291717529297,1,0,0
offered,The artist offered the student to make fun of himself .,The artist offered the students to make fun of himself .,The artists offered the student to make fun of himself .,-3.9037137031555176,-4.454151153564453,-4.0490875244140625,1,0,0
offered,The artist offered the student to examine himself .,The artist offered the students to examine himself .,The artists offered the student to examine himself .,-6.988953113555908,-7.141302108764648,-8.031457901000977,1,1,1
offered,The artist offered the student to diagnose himself .,The artist offered the students to diagnose himself .,The artists offered the student to diagnose himself .,-4.177443027496338,-5.053455352783203,-4.0620598793029785,0,0,0
offered,The artist offered the student to embarrass himself .,The artist offered the students to embarrass himself .,The artists offered the student to embarrass himself .,-3.442441463470459,-3.6301188468933105,-3.1339330673217773,0,0,0
offered,The artist offered the student to disguise himself .,The artist offered the students to disguise himself .,The artists offered the student to disguise himself .,-1.5138053894042969,-3.912444591522217,-1.3451223373413086,0,0,0
offered,The artist offered the child to make fun of himself .,The artist offered the children to make fun of himself .,The artists offered the child to make fun of himself .,-4.582591533660889,-5.161766529083252,-4.622334003448486,1,0,0
offered,The artist offered the child to examine himself .,The artist offered the children to examine himself .,The artists offered the child to examine himself .,-5.2717695236206055,-6.764269828796387,-6.326019287109375,1,0,0
offered,The artist offered the child to diagnose himself .,The artist offered the children to diagnose himself .,The artists offered the child to diagnose himself .,-2.609923839569092,-4.14689826965332,-3.148235321044922,1,0,0
offered,The artist offered the child to embarrass himself .,The artist offered the children to embarrass himself .,The artists offered the child to embarrass himself .,-5.551742076873779,-5.038436412811279,-6.2420878410339355,1,1,1
offered,The artist offered the child to disguise himself .,The artist offered the children to disguise himself .,The artists offered the child to disguise himself .,-1.6019878387451172,-3.9444808959960938,-1.8607540130615234,1,0,0
promised,The student promised the professor to make fun of himself .,The student promised the professors to make fun of himself .,The students promised the professor to make fun of himself .,-5.685821533203125,-6.281497001647949,-5.889459609985352,1,0,0
promised,The student promised the professor to examine himself .,The student promised the professors to examine himself .,The students promised the professor to examine himself .,-6.798159599304199,-7.147329330444336,-7.207671642303467,1,1,1
promised,The student promised the professor to diagnose himself .,The student promised the professors to diagnose himself .,The students promised the professor to diagnose himself .,-4.439162254333496,-4.2970991134643555,-4.968944072723389,1,1,1
promised,The student promised the professor to embarrass himself .,The student promised the professors to embarrass himself .,The students promised the professor to embarrass himself .,-5.480319976806641,-5.5452189445495605,-6.77573299407959,1,1,1
promised,The student promised the professor to disguise himself .,The student promised the professors to disguise himself .,The students promised the professor to disguise himself .,-1.0171051025390625,-1.418931007385254,-2.847273826599121,1,1,1
promised,The student promised the lawyer to make fun of himself .,The student promised the lawyers to make fun of himself .,The students promised the lawyer to make fun of himself .,-6.050801753997803,-5.9899983406066895,-6.408090591430664,1,1,1
promised,The student promised the lawyer to examine himself .,The student promised the lawyers to examine himself .,The students promised the lawyer to examine himself .,-7.032991409301758,-7.765807628631592,-8.20020866394043,1,1,1
promised,The student promised the lawyer to diagnose himself .,The student promised the lawyers to diagnose himself .,The students promised the lawyer to diagnose himself .,-4.839123725891113,-4.610208988189697,-5.341725826263428,1,1,1
promised,The student promised the lawyer to embarrass himself .,The student promised the lawyers to embarrass himself .,The students promised the lawyer to embarrass himself .,-6.722155570983887,-6.697713851928711,-8.02363395690918,1,1,1
promised,The student promised the lawyer to disguise himself .,The student promised the lawyers to disguise himself .,The students promised the lawyer to disguise himself .,-1.4481849670410156,-2.080129623413086,-2.0193700790405273,1,0,0
promised,The student promised the artist to make fun of himself .,The student promised the artists to make fun of himself .,The students promised the artist to make fun of himself .,-5.189096927642822,-5.7914323806762695,-5.116828918457031,0,0,0
promised,The student promised the artist to examine himself .,The student promised the artists to examine himself .,The students promised the artist to examine himself .,-7.032095432281494,-8.599981307983398,-7.401006698608398,1,0,0
promised,The student promised the artist to diagnose himself .,The student promised the artists to diagnose himself .,The students promised the artist to diagnose himself .,-5.192502975463867,-6.416978359222412,-5.309571743011475,1,0,0
promised,The student promised the artist to embarrass himself .,The student promised the artists to embarrass himself .,The students promised the artist to embarrass himself .,-5.191402435302734,-5.103579521179199,-6.242103576660156,1,1,1
promised,The student promised the artist to disguise himself .,The student promised the artists to disguise himself .,The students promised the artist to disguise himself .,-1.5003118515014648,-2.6044178009033203,-2.150175094604492,1,0,0
promised,The student promised the child to make fun of himself .,The student promised the children to make fun of himself .,The students promised the child to make fun of himself .,-6.782472610473633,-6.506924629211426,-6.689321517944336,0,1,0
promised,The student promised the child to examine himself .,The student promised the children to examine himself .,The students promised the child to examine himself .,-6.107244968414307,-7.0780229568481445,-5.761141300201416,0,0,0
promised,The student promised the child to diagnose himself .,The student promised the children to diagnose himself .,The students promised the child to diagnose himself .,-5.453455924987793,-5.487678050994873,-5.222021102905273,0,0,0
promised,The student promised the child to embarrass himself .,The student promised the children to embarrass himself .,The students promised the child to embarrass himself .,-6.835536479949951,-6.050087928771973,-7.496260643005371,1,1,1
promised,The student promised the child to disguise himself .,The student promised the children to disguise himself .,The students promised the child to disguise himself .,-1.6389484405517578,-1.671584129333496,-2.3295679092407227,1,1,1
guaranteed,The student guaranteed the professor to make fun of himself .,The student guaranteed the professors to make fun of himself .,The students guaranteed the professor to make fun of himself .,-4.506424903869629,-5.2886223793029785,-4.558811187744141,1,0,0
guaranteed,The student guaranteed the professor to examine himself .,The student guaranteed the professors to examine himself .,The students guaranteed the professor to examine himself .,-6.069814205169678,-6.946537971496582,-6.0149126052856445,0,0,0
guaranteed,The student guaranteed the professor to diagnose himself .,The student guaranteed the professors to diagnose himself .,The students guaranteed the professor to diagnose himself .,-4.331115245819092,-5.355532646179199,-4.36325216293335,1,0,0
guaranteed,The student guaranteed the professor to embarrass himself .,The student guaranteed the professors to embarrass himself .,The students guaranteed the professor to embarrass himself .,-3.5662550926208496,-4.9174485206604,-3.2750773429870605,0,0,0
guaranteed,The student guaranteed the professor to disguise himself .,The student guaranteed the professors to disguise himself .,The students guaranteed the professor to disguise himself .,-1.7180814743041992,-3.8698339462280273,-1.6528167724609375,0,0,0
guaranteed,The student guaranteed the lawyer to make fun of himself .,The student guaranteed the lawyers to make fun of himself .,The students guaranteed the lawyer to make fun of himself .,-4.874360084533691,-6.130177021026611,-5.325153827667236,1,0,0
guaranteed,The student guaranteed the lawyer to examine himself .,The student guaranteed the lawyers to examine himself .,The students guaranteed the lawyer to examine himself .,-5.643072128295898,-6.903460502624512,-6.801525592803955,1,0,0
guaranteed,The student guaranteed the lawyer to diagnose himself .,The student guaranteed the lawyers to diagnose himself .,The students guaranteed the lawyer to diagnose himself .,-4.646331310272217,-6.0111823081970215,-5.192923069000244,1,0,0
guaranteed,The student guaranteed the lawyer to embarrass himself .,The student guaranteed the lawyers to embarrass himself .,The students guaranteed the lawyer to embarrass himself .,-4.552051067352295,-6.521312713623047,-5.451257228851318,1,0,0
guaranteed,The student guaranteed the lawyer to disguise himself .,The student guaranteed the lawyers to disguise himself .,The students guaranteed the lawyer to disguise himself .,-1.15850830078125,-3.6684837341308594,-1.1290397644042969,0,0,0
guaranteed,The student guaranteed the artist to make fun of himself .,The student guaranteed the artists to make fun of himself .,The students guaranteed the artist to make fun of himself .,-3.709409713745117,-5.15993070602417,-3.3091702461242676,0,0,0
guaranteed,The student guaranteed the artist to examine himself .,The student guaranteed the artists to examine himself .,The students guaranteed the artist to examine himself .,-6.344305992126465,-8.116374969482422,-6.187081336975098,0,0,0
guaranteed,The student guaranteed the artist to diagnose himself .,The student guaranteed the artists to diagnose himself .,The students guaranteed the artist to diagnose himself .,-4.955729961395264,-6.528846263885498,-4.641767501831055,0,0,0
guaranteed,The student guaranteed the artist to embarrass himself .,The student guaranteed the artists to embarrass himself .,The students guaranteed the artist to embarrass himself .,-2.5994033813476562,-4.7293381690979,-2.3023300170898438,0,0,0
guaranteed,The student guaranteed the artist to disguise himself .,The student guaranteed the artists to disguise himself .,The students guaranteed the artist to disguise himself .,-1.7594423294067383,-4.101153373718262,-1.5195083618164062,0,0,0
guaranteed,The student guaranteed the child to make fun of himself .,The student guaranteed the children to make fun of himself .,The students guaranteed the child to make fun of himself .,-5.095043659210205,-5.85589075088501,-4.430344581604004,0,0,0
guaranteed,The student guaranteed the child to examine himself .,The student guaranteed the children to examine himself .,The students guaranteed the child to examine himself .,-5.512170314788818,-7.423705101013184,-5.023240566253662,0,0,0
guaranteed,The student guaranteed the child to diagnose himself .,The student guaranteed the children to diagnose himself .,The students guaranteed the child to diagnose himself .,-3.937990188598633,-4.445171356201172,-3.848578929901123,0,0,0
guaranteed,The student guaranteed the child to embarrass himself .,The student guaranteed the children to embarrass himself .,The students guaranteed the child to embarrass himself .,-4.346691608428955,-5.873439311981201,-4.630943298339844,1,0,0
guaranteed,The student guaranteed the child to disguise himself .,The student guaranteed the children to disguise himself .,The students guaranteed the child to disguise himself .,-1.3176651000976562,-3.504396438598633,-1.4943437576293945,1,0,0
offered,The student offered the professor to make fun of himself .,The student offered the professors to make fun of himself .,The students offered the professor to make fun of himself .,-5.236583709716797,-5.632109642028809,-5.303744792938232,1,0,0
offered,The student offered the professor to examine himself .,The student offered the professors to examine himself .,The students offered the professor to examine himself .,-6.1695380210876465,-6.833555698394775,-7.280919075012207,1,1,1
offered,The student offered the professor to diagnose himself .,The student offered the professors to diagnose himself .,The students offered the professor to diagnose himself .,-3.412045478820801,-4.448480129241943,-4.277675628662109,1,0,0
offered,The student offered the professor to embarrass himself .,The student offered the professors to embarrass himself .,The students offered the professor to embarrass himself .,-4.743879795074463,-4.444596767425537,-5.66151237487793,1,1,1
offered,The student offered the professor to disguise himself .,The student offered the professors to disguise himself .,The students offered the professor to disguise himself .,-1.0337066650390625,-2.382187843322754,-1.0874652862548828,1,0,0
offered,The student offered the lawyer to make fun of himself .,The student offered the lawyers to make fun of himself .,The students offered the lawyer to make fun of himself .,-5.610564708709717,-6.269219398498535,-5.904500484466553,1,0,0
offered,The student offered the lawyer to examine himself .,The student offered the lawyers to examine himself .,The students offered the lawyer to examine himself .,-6.514427661895752,-7.361078262329102,-9.070063591003418,1,1,1
offered,The student offered the lawyer to diagnose himself .,The student offered the lawyers to diagnose himself .,The students offered the lawyer to diagnose himself .,-5.002397537231445,-5.70311164855957,-6.295833110809326,1,1,1
offered,The student offered the lawyer to embarrass himself .,The student offered the lawyers to embarrass himself .,The students offered the lawyer to embarrass himself .,-6.031066417694092,-6.721179962158203,-7.1985931396484375,1,1,1
offered,The student offered the lawyer to disguise himself .,The student offered the lawyers to disguise himself .,The students offered the lawyer to disguise himself .,-1.0835380554199219,-3.0548105239868164,-1.3933849334716797,1,0,0
offered,The student offered the artist to make fun of himself .,The student offered the artists to make fun of himself .,The students offered the artist to make fun of himself .,-3.7102255821228027,-5.161502361297607,-3.8880090713500977,1,0,0
offered,The student offered the artist to examine himself .,The student offered the artists to examine himself .,The students offered the artist to examine himself .,-6.559067726135254,-8.228854179382324,-6.876046657562256,1,0,0
offered,The student offered the artist to diagnose himself .,The student offered the artists to diagnose himself .,The students offered the artist to diagnose himself .,-4.268270015716553,-5.849589824676514,-4.799245834350586,1,0,0
offered,The student offered the artist to embarrass himself .,The student offered the artists to embarrass himself .,The students offered the artist to embarrass himself .,-3.735851287841797,-3.748697280883789,-4.527613639831543,1,1,1
offered,The student offered the artist to disguise himself .,The student offered the artists to disguise himself .,The students offered the artist to disguise himself .,-0.8104486465454102,-3.665790557861328,-0.7504110336303711,0,0,0
offered,The student offered the child to make fun of himself .,The student offered the children to make fun of himself .,The students offered the child to make fun of himself .,-6.593643665313721,-6.849591255187988,-6.307302474975586,0,0,0
offered,The student offered the child to examine himself .,The student offered the children to examine himself .,The students offered the child to examine himself .,-6.299889087677002,-7.322538375854492,-7.0045599937438965,1,0,0
offered,The student offered the child to diagnose himself .,The student offered the children to diagnose himself .,The students offered the child to diagnose himself .,-3.1110830307006836,-3.68272066116333,-3.7337799072265625,1,1,1
offered,The student offered the child to embarrass himself .,The student offered the children to embarrass himself .,The students offered the child to embarrass himself .,-6.107717037200928,-5.820755481719971,-7.107233047485352,1,1,1
offered,The student offered the child to disguise himself .,The student offered the children to disguise himself .,The students offered the child to disguise himself .,-1.1976451873779297,-3.193364143371582,-1.7054738998413086,1,0,0
promised,The child promised the professor to make fun of himself .,The child promised the professors to make fun of himself .,The children promised the professor to make fun of himself .,-5.676901817321777,-5.441114902496338,-6.317687034606934,1,1,1
promised,The child promised the professor to examine himself .,The child promised the professors to examine himself .,The children promised the professor to examine himself .,-5.883607864379883,-6.326417922973633,-6.7542290687561035,1,1,1
promised,The child promised the professor to diagnose himself .,The child promised the professors to diagnose himself .,The children promised the professor to diagnose himself .,-3.9200878143310547,-3.9080209732055664,-5.358762741088867,1,1,1
promised,The child promised the professor to embarrass himself .,The child promised the professors to embarrass himself .,The children promised the professor to embarrass himself .,-5.301512718200684,-5.339258670806885,-8.067654609680176,1,1,1
promised,The child promised the professor to disguise himself .,The child promised the professors to disguise himself .,The children promised the professor to disguise himself .,-1.0003852844238281,-1.1724357604980469,-2.900867462158203,1,1,1
promised,The child promised the lawyer to make fun of himself .,The child promised the lawyers to make fun of himself .,The children promised the lawyer to make fun of himself .,-6.184182643890381,-5.864399433135986,-6.86118221282959,1,1,1
promised,The child promised the lawyer to examine himself .,The child promised the lawyers to examine himself .,The children promised the lawyer to examine himself .,-5.864425182342529,-6.415127277374268,-7.58074951171875,1,1,1
promised,The child promised the lawyer to diagnose himself .,The child promised the lawyers to diagnose himself .,The children promised the lawyer to diagnose himself .,-4.1273651123046875,-3.8986597061157227,-5.509517192840576,1,1,1
promised,The child promised the lawyer to embarrass himself .,The child promised the lawyers to embarrass himself .,The children promised the lawyer to embarrass himself .,-6.837825775146484,-6.565113067626953,-8.773443222045898,1,1,1
promised,The child promised the lawyer to disguise himself .,The child promised the lawyers to disguise himself .,The children promised the lawyer to disguise himself .,-1.5288686752319336,-1.930811882019043,-2.6682357788085938,1,1,1
promised,The child promised the artist to make fun of himself .,The child promised the artists to make fun of himself .,The children promised the artist to make fun of himself .,-4.994976997375488,-4.926265239715576,-5.7281365394592285,1,1,1
promised,The child promised the artist to examine himself .,The child promised the artists to examine himself .,The children promised the artist to examine himself .,-5.681240081787109,-6.164532661437988,-6.398951053619385,1,1,1
promised,The child promised the artist to diagnose himself .,The child promised the artists to diagnose himself .,The children promised the artist to diagnose himself .,-4.134164333343506,-4.609993934631348,-5.117252349853516,1,1,1
promised,The child promised the artist to embarrass himself .,The child promised the artists to embarrass himself .,The children promised the artist to embarrass himself .,-5.282106876373291,-4.702678680419922,-7.36363410949707,1,1,1
promised,The child promised the artist to disguise himself .,The child promised the artists to disguise himself .,The children promised the artist to disguise himself .,-1.5093803405761719,-1.9747896194458008,-2.5953807830810547,1,1,1
promised,The child promised the student to make fun of himself .,The child promised the students to make fun of himself .,The children promised the student to make fun of himself .,-7.345088958740234,-6.929194450378418,-7.650811672210693,1,1,1
promised,The child promised the student to examine himself .,The child promised the students to examine himself .,The children promised the student to examine himself .,-6.034320831298828,-7.097353458404541,-6.125885963439941,1,0,0
promised,The child promised the student to diagnose himself .,The child promised the students to diagnose himself .,The children promised the student to diagnose himself .,-4.9605607986450195,-5.2088494300842285,-4.826496124267578,0,0,0
promised,The child promised the student to embarrass himself .,The child promised the students to embarrass himself .,The children promised the student to embarrass himself .,-7.127950191497803,-6.138289928436279,-7.937954902648926,1,1,1
promised,The child promised the student to disguise himself .,The child promised the students to disguise himself .,The children promised the student to disguise himself .,-1.7165279388427734,-1.7088994979858398,-2.2287139892578125,1,1,1
guaranteed,The child guaranteed the professor to make fun of himself .,The child guaranteed the professors to make fun of himself .,The children guaranteed the professor to make fun of himself .,-4.298795223236084,-5.3964667320251465,-4.374939441680908,1,0,0
guaranteed,The child guaranteed the professor to examine himself .,The child guaranteed the professors to examine himself .,The children guaranteed the professor to examine himself .,-5.059535503387451,-7.12885856628418,-5.865038871765137,1,0,0
guaranteed,The child guaranteed the professor to diagnose himself .,The child guaranteed the professors to diagnose himself .,The children guaranteed the professor to diagnose himself .,-4.704843521118164,-6.045392036437988,-4.547260284423828,0,0,0
guaranteed,The child guaranteed the professor to embarrass himself .,The child guaranteed the professors to embarrass himself .,The children guaranteed the professor to embarrass himself .,-2.1694040298461914,-4.345399856567383,-2.032212257385254,0,0,0
guaranteed,The child guaranteed the professor to disguise himself .,The child guaranteed the professors to disguise himself .,The children guaranteed the professor to disguise himself .,-0.9573831558227539,-3.5158629417419434,-0.7011251449584961,0,0,0
guaranteed,The child guaranteed the lawyer to make fun of himself .,The child guaranteed the lawyers to make fun of himself .,The children guaranteed the lawyer to make fun of himself .,-5.374429702758789,-6.6353583335876465,-6.0860371589660645,1,0,0
guaranteed,The child guaranteed the lawyer to examine himself .,The child guaranteed the lawyers to examine himself .,The children guaranteed the lawyer to examine himself .,-6.026209354400635,-7.211421966552734,-8.27685260772705,1,1,1
guaranteed,The child guaranteed the lawyer to diagnose himself .,The child guaranteed the lawyers to diagnose himself .,The children guaranteed the lawyer to diagnose himself .,-5.349515914916992,-6.55383825302124,-6.418369293212891,1,0,0
guaranteed,The child guaranteed the lawyer to embarrass himself .,The child guaranteed the lawyers to embarrass himself .,The children guaranteed the lawyer to embarrass himself .,-4.621805667877197,-6.6137847900390625,-6.416419982910156,1,0,0
guaranteed,The child guaranteed the lawyer to disguise himself .,The child guaranteed the lawyers to disguise himself .,The children guaranteed the lawyer to disguise himself .,-1.9131193161010742,-3.958550453186035,-2.258236885070801,1,0,0
guaranteed,The child guaranteed the artist to make fun of himself .,The child guaranteed the artists to make fun of himself .,The children guaranteed the artist to make fun of himself .,-3.1837873458862305,-4.953982353210449,-3.4636878967285156,1,0,0
guaranteed,The child guaranteed the artist to examine himself .,The child guaranteed the artists to examine himself .,The children guaranteed the artist to examine himself .,-4.471256256103516,-7.047614097595215,-5.4694504737854,1,0,0
guaranteed,The child guaranteed the artist to diagnose himself .,The child guaranteed the artists to diagnose himself .,The children guaranteed the artist to diagnose himself .,-4.338378429412842,-6.097348690032959,-4.611672401428223,1,0,0
guaranteed,The child guaranteed the artist to embarrass himself .,The child guaranteed the artists to embarrass himself .,The children guaranteed the artist to embarrass himself .,-2.107707977294922,-4.599944591522217,-2.1318273544311523,1,0,0
guaranteed,The child guaranteed the artist to disguise himself .,The child guaranteed the artists to disguise himself .,The children guaranteed the artist to disguise himself .,-1.3745412826538086,-4.0103583335876465,-1.3943519592285156,1,0,0
guaranteed,The child guaranteed the student to make fun of himself .,The child guaranteed the students to make fun of himself .,The children guaranteed the student to make fun of himself .,-4.658945083618164,-5.500145435333252,-4.47513484954834,0,0,0
guaranteed,The child guaranteed the student to examine himself .,The child guaranteed the students to examine himself .,The children guaranteed the student to examine himself .,-5.139101505279541,-8.238887786865234,-5.400534629821777,1,0,0
guaranteed,The child guaranteed the student to diagnose himself .,The child guaranteed the students to diagnose himself .,The children guaranteed the student to diagnose himself .,-3.834275722503662,-5.644150733947754,-3.314070701599121,0,0,0
guaranteed,The child guaranteed the student to embarrass himself .,The child guaranteed the students to embarrass himself .,The children guaranteed the student to embarrass himself .,-2.861111640930176,-5.2225494384765625,-3.117260456085205,1,0,0
guaranteed,The child guaranteed the student to disguise himself .,The child guaranteed the students to disguise himself .,The children guaranteed the student to disguise himself .,-1.2235746383666992,-4.405027866363525,-1.0457067489624023,0,0,0
offered,The child offered the professor to make fun of himself .,The child offered the professors to make fun of himself .,The children offered the professor to make fun of himself .,-4.863214015960693,-4.881535530090332,-4.735786437988281,0,0,0
offered,The child offered the professor to examine himself .,The child offered the professors to examine himself .,The children offered the professor to examine himself .,-5.184158802032471,-5.9200263023376465,-7.892754077911377,1,1,1
offered,The child offered the professor to diagnose himself .,The child offered the professors to diagnose himself .,The children offered the professor to diagnose himself .,-2.852677822113037,-3.4432945251464844,-4.289627552032471,1,1,1
offered,The child offered the professor to embarrass himself .,The child offered the professors to embarrass himself .,The children offered the professor to embarrass himself .,-4.107852935791016,-4.028923988342285,-5.176461219787598,1,1,1
offered,The child offered the professor to disguise himself .,The child offered the professors to disguise himself .,The children offered the professor to disguise himself .,-0.949030876159668,-1.7916841506958008,-0.9329252243041992,0,0,0
offered,The child offered the lawyer to make fun of himself .,The child offered the lawyers to make fun of himself .,The children offered the lawyer to make fun of himself .,-5.544795036315918,-5.732335567474365,-5.646120071411133,1,0,0
offered,The child offered the lawyer to examine himself .,The child offered the lawyers to examine himself .,The children offered the lawyer to examine himself .,-5.799372673034668,-6.598398208618164,-8.71670913696289,1,1,1
offered,The child offered the lawyer to diagnose himself .,The child offered the lawyers to diagnose himself .,The children offered the lawyer to diagnose himself .,-4.155948638916016,-4.859018325805664,-5.8724517822265625,1,1,1
offered,The child offered the lawyer to embarrass himself .,The child offered the lawyers to embarrass himself .,The children offered the lawyer to embarrass himself .,-6.186523914337158,-6.362513065338135,-7.548666954040527,1,1,1
offered,The child offered the lawyer to disguise himself .,The child offered the lawyers to disguise himself .,The children offered the lawyer to disguise himself .,-1.4401416778564453,-2.6228132247924805,-1.8487024307250977,1,0,0
offered,The child offered the artist to make fun of himself .,The child offered the artists to make fun of himself .,The children offered the artist to make fun of himself .,-3.9918785095214844,-4.944819927215576,-4.004280090332031,1,0,0
offered,The child offered the artist to examine himself .,The child offered the artists to examine himself .,The children offered the artist to examine himself .,-5.526923179626465,-6.674885272979736,-6.637557029724121,1,0,0
offered,The child offered the artist to diagnose himself .,The child offered the artists to diagnose himself .,The children offered the artist to diagnose himself .,-3.6981444358825684,-4.7835187911987305,-4.165794372558594,1,0,0
offered,The child offered the artist to embarrass himself .,The child offered the artists to embarrass himself .,The children offered the artist to embarrass himself .,-3.5291004180908203,-3.5141711235046387,-4.377359867095947,1,1,1
offered,The child offered the artist to disguise himself .,The child offered the artists to disguise himself .,The children offered the artist to disguise himself .,-1.3053321838378906,-3.496554374694824,-1.1588382720947266,0,0,0
offered,The child offered the student to make fun of himself .,The child offered the students to make fun of himself .,The children offered the student to make fun of himself .,-6.968032360076904,-6.449562072753906,-6.263822555541992,0,0,0
offered,The child offered the student to examine himself .,The child offered the students to examine himself .,The children offered the student to examine himself .,-5.389779090881348,-6.570326328277588,-5.824027061462402,1,0,0
offered,The child offered the student to diagnose himself .,The child offered the students to diagnose himself .,The children offered the student to diagnose himself .,-3.1803436279296875,-3.99711275100708,-3.065243721008301,0,0,0
offered,The child offered the student to embarrass himself .,The child offered the students to embarrass himself .,The children offered the student to embarrass himself .,-5.884964466094971,-4.851470947265625,-5.874473571777344,0,1,0
offered,The child offered the student to disguise himself .,The child offered the students to disguise himself .,The children offered the student to disguise himself .,-1.3012065887451172,-3.199369430541992,-1.1396369934082031,0,0,0
